SYMBOL,NAME,WHITEPAPER
VNX,VisionX,https://www.visionx.org/wp-content/uploads/2018/10/VisionXwhitepaper-EngV2.pdf
VITE,VITE,https://www.vite.org/whitepaper/vite_en.pdf
ZAP,Zap,https://www.zap.org/whitepaper.pdf
XAUR,Xaurum,https://xaurum.org/Whitepaper.pdf
ZLA,Zilla,https://zla.io/assets/landingpage/docs/ZILLA_White_Paper_en.pdf
ZRC,ZrCoin,https://zrcoin.io/files/Whitepaper_ENG.pdf
DACC,DACC,http://dacc.co/whitepaper/Dacc.pdf
MNE,Minereum,http://files.minereum.com/minereumwhitepaper.pdf
LMC,LoMoCoin,http://oddv6s088.qnssl.com/white-paper/LoMoStar_Whitepaper_English_V3.pdf
SPR,SpreadCoin,http://spreadcoin.info/downloads/SpreadCoin-WhitePaper.pdf
YOU,YOU COIN,http://static.youchain.cc/YOUchain-Whitepaper-EN-1.2.1.pdf
WILD,Wild Crypto,http://wildtoken.com/wp-content/uploads/2018/01/wildcrypto-whitepaper-eng-2_5.pdf
CIT,CariNet,http://www.carinet.io/CariNet%20White%20Paper.pdf
CDC,Commerce Data Connection,http://www.cdc.tech/wp-content/uploads/2018/06/CDC-whitepaper-en.pdf
CCC,Concierge Coin,http://www.conciergecoin.net/assets/conciergecoinwp.pdf
TOPC,TopChain,http://www.topc.io/topchain-en.pdf
UIP,UnlimitedIP,http://www.unlimitedip.io/UnlimitedIP_WhitePaper.pdf
BGG,Bgogo Token,https://bgogo.com/assets/white-paper/BGG-Token-Whitepaper-v2.0CN.pdf
BCV,BitCapitalVendor,https://bitcv.one/doc/bitcv_whitepaper_en.pdf
BMH,BlockMesh,https://blockmesh.io/pdf/BlockMesh-White_Paper-1.pdf
TKR,CryptoInsight,https://cryptoinsight.io/media/whitepaper.pdf
PING,CryptoPing,https://cryptoping.tech/cp_whitepaper_en.pdf
CCT,Crystal Clear,https://crystal-clear.io/Whitepaper_english.pdf
DAXT,Digital Asset Exchange Token,https://daxt.io/dist/BlockEx-Initial-Coin-Offering-Market-and-Digital-Asset-Exchange-Token-White-Paper-v16.1_en.pdf
TMTG,The Midas Touch Gold,https://dgex.io/img/whitepapers/whitepaper_English.pdf
UBTC,United Bitcoin,https://doc.ubcoin.io/whitepaper.pdf?v1=
TGT,Target Coin,https://docs.wixstatic.com/ugd/c281dc_cc15087e02c6404ba887143d58756769.pdf
EDS,Endorstit,https://eds.ren/doc/white-paper_v3.pdf
GST,Game Stars,https://gamestars.io/img2/wp/GameStarsWP_En.pdf
HYC,HYCON,https://hycon.io/wp-content/uploads/2018/08/whitepaper1.2.2_en.pdf
ICOS,ICOS,https://icos.icobox.io/WhitePaper.pdf
KBC,Karatgold Coin,https://karatgold.io/karatgold-wp.pdf
LEMO,LemoChain,https://lemochip.hellobyebye.com/LemoChain_WhitePaper_v2.3_en.pdf
MXM,Maximine Coin,https://maximine.io/whitepaper/whitepaper_en.pdf
MEETONE,MEET.ONE,https://meet.one/MEETONE_EN.pdf
OPT,Opus,https://opus.audio/whitepaper.pdf
OTN,Open Trading Network,https://otn.org/assets/resources/Open-Trading-Network-white-paper_en.pdf?1538660899261
HAND,ShowHand,https://showhand.io/ShowHand%20Whitepaper_Eng%20v1.1%201.26.2018.pdf
ATM,ATMChain,https://static.atmchain.io/static/english/ATMChain_Whitepaper(Genesis_Edition).pdf
TKS,Tokes,https://tokesplatform.org/TokesPlatform_WhitePaper.pdf
TNS,Transcodium,https://transcodium.com/files/whitepaper.pdf
VLD,Vetri,https://vetri.global/wp-content/themes/vetri/documents/whitepaper.pdf
VOISE,Voise,https://voise.com/whitepaper-voise.pdf
PASS,Blockpass,https://www.blockpass.org/downloads/BlockpassWhitepaper.v1.3.2.pdf
CSM,Consentium,https://www.consentium.net/images/Consentium_Updated_White_Paper_August_2018.pdf
CRB,Creditbit,https://www.creditbit.org/downloads/WHITEPAPER-CREDIT2.0_2FINAL.pdf
DOR,Dorado,https://www.dorado.tech/docs/Dorado-White-Paper.pdf
INDI,Indicoin,https://www.indicoin.org.in/others/documentations/whitepaper.pdf
IPC,IPChain,https://www.ipcchain.org/download/ipchain_whitepaper_english.pdf
SWTC,Jingtum Tech,https://www.jingtum.com/wp-content/themes/jingtum/%E4%BA%95%E9%80%9A%E6%8A%80%E6%9C%AF%E7%99%BD%E7%9A%AE%E4%B9%A6.pdf
PNT,Penta,https://www.penta.global/source/Penta_technology_white_paper_EN_V1.0.24-4.pdf
PROC,ProCurrency,https://www.procommerce.io/static/site/img/Whitepaper_V7-Final.pdf
SHOW,Show,https://www.show.one/pdf/ShowCoinwp-en.pdf
USE,Usechain Token,https://www.usechain.net/usechain_en.pdf
VME,VeriME,https://www.verime.mobi/static/dl/whitepaper.pdf
